tension;circuit;début;fin;codeNat_debut;codeNat_fin;x_debut;y_debut;x_fin;y_fin;Longueur / length (km);IST_E1 (Amp);IST_IS1 (Amp);IST_IS2 (Amp);IST_H1 (Amp);Rd (Ohm);Xd (Ohm);Hd/2 (µS);Cd (nF)
400kV;1;AGASSES (LES);JONQUIERES;AGASS;JONQU;833488,7;6311078,22;827362,47;6304728,52;10400;3465;3622;3622;3780;0,206;2,707;22,422;142,744
400kV;1;AGASSES (LES);TAVEL;AGASS;TAVEL;833488,7;6311078,22;831766,12;6325302,14;15679;2462;2644;2644;2798;0,46;4,671;28,836;183,576
225kV;1;AIRVAULT;BONNEAU;AIRVA;BONN6;461815,92;6640665,9;500528,83;6614329,01;52792;932;932;1145;1145;3,064;20,35;119,81;762,736
225kV;1;AIRVAULT;JUMEAUX (LES);AIRVA;JUMEA;461815,92;6640665,9;465746,33;6638065,45;5507;1249;1337;1337;1434;0,33;2,212;7,933;50,501
225kV;1;ALBERTVILLE;LONGEFAN;ALBER;LONG6;966091,33;6512645,85;963125,21;6470593,89;43669;565;673;673;765;4,486;17,749;61,446;391,18
225kV;1;ALBERTVILLE;VENTHON-POSTE;ALBER;VEN.P;966091,33;6512645,85;964858,94;6515970,74;3790;231;468;468;611;0,39;1,58;5;
225kV;1;ALBERTVILLE;CHAVANOD;ALBER;CHAV6;966091,33;6512645,85;938859,57;6537405,29;42135;617;685;685;742;4,46;17,21;60;
400kV;1;ALBERTVILLE;MONTAGNY-LES-LANCHES;ALBER;M.LAN;966091,33;6512645,85;937102,21;6534109,34;37461;2170;2318;2318;2498;1,265;12,616;69,725;443,885
225kV;1;ALBERTVILLE;CONTAMINE;ALBER;CONTA;966091,33;6512645,85;977513,9;6494533,2;24925;565;673;673;765;2,352;10,043;35,358;225,097
225kV;1;ALBERTVILLE;MALGOVERT;ALBER;MALGO;966091,33;6512645,85;995305,09;6509202,75;40633;565;673;673;765;3,54;16,64;55;
400kV;1;ALBERTVILLE;GRANDE-ILE;ALBER;G.ILE;966091,33;6512645,85;936573,13;6490238,03;40741;3099;3441;3441;3741;0,739;11,29;84,578;538,441
400kV;2;ALBERTVILLE;GRANDE-ILE;ALBER;G.ILE;966091,33;6512645,85;936573,13;6490238,03;40772;3099;3441;3441;3741;0,74;11,298;84,641;538,84
400kV;3;ALBERTVILLE;GRANDE-ILE;ALBER;G.ILE;966091,33;6512645,85;936573,13;6490238,03;44024;1926;2112;2112;2178;1,665;18,949;63,758;405,896
225kV;1;ALLINGES;CORNIER;ALLIN;CORNI;967572,94;6587058,59;954457,58;6559211,94;36996;966;1076;1076;1168;2,42;14,488;53,992;343,724
225kV;2;ALLINGES;CORNIER;ALLIN;CORNI;967572,94;6587058,59;954457,58;6559211,94;36992;966;1076;1076;1168;2,42;14,474;54,026;343,942
225kV;1;ANOULD;ETIVAL;ANOUL;ETIVA;994212,67;6794553,09;986432,48;6815902,68;47620;1070;1155;1155;1265;2,888;19,202;68,027;433,075
225kV;1;AOSTE;BISSY;AOSTE;BISSY;903596,51;6501616,59;926000,96;6503192,81;24490;236;470;470;612;2,398;10,316;33,41;212,697
225kV;1;AQUEDUCS (LES);CIROLLIERS;AQUED;CIROL;657893,42;6832792,06;649765,71;6827885,17;9163;827;1015;1015;1150;0,549;3,644;13,26;84,418
225kV;2;AQUEDUCS (LES);CIROLLIERS;AQUED;CIROL;657893,42;6832792,06;649765,71;6827885,17;9206;1172;1285;1285;1388;0,551;3,674;13,256;84,388
225kV;3;AQUEDUCS (LES);CIROLLIERS;AQUED;CIROL;657893,42;6832792,06;649765,71;6827885,17;9219;1172;1285;1285;1388;0,552;3,677;13,296;84,646
225kV;1;ARDOISE (L );MOTTE (LA);ARDOI;MOTT5;836386,89;6333359,62;846583,17;6322819,1;15768;1025;1025;1200;1200;0,933;5,916;75,465;480,424
225kV;1;ARDOISE (L );TAVEL;ARDOI;TAVEL;836386,89;6333359,62;831766,12;6325302,14;10819;1233;1320;1320;1389;0,649;4,346;15,591;99,257
225kV;2;ARDOISE (L );TAVEL;ARDOI;TAVEL;836386,89;6333359,62;831766,12;6325302,14;10815;1233;1320;1320;1389;0,649;4,346;15,591;99,257
225kV;3;ARDOISE (L );TAVEL;ARDOI;TAVEL;836386,89;6333359,62;831766,12;6325302,14;10612;1233;1320;1320;1389;0,648;4,319;15,544;98,958
225kV;1;ARGIA;MOUGUERRE;ARGIA;MOUGU;341252,12;6268102,06;340761,73;6275152,46;7967;635;635;870;870;0,369;2,591;92,171;586,781
225kV;2;ARGIA;MOUGUERRE;ARGIA;MOUGU;341252,12;6268102,06;340761,73;6275152,46;7966;635;635;870;870;0,382;2,65;89,778;571,547
400kV;1;ARGIA;CANTEGRIT;ARGIA;CANT5;341252,12;6268102,06;388514,05;6331721,02;84265;2200;2300;2300;2400;2,581;28,1;145,899;
225kV;1;ARGIESANS;ETUPES;ARGIE;ETUPE;986471,83;6729287,34;989526,9;6718947,56;11145;654;758;758;857;0,867;4,44;15,641;99,573
225kV;1;ARGIESANS;SIERENTZ;ARGIE;SIERE;986471,83;6729287,34;1035577,23;6736880,99;54500;654;758;758;857;4,645;21,857;75,939;483,444
225kV;1;ARGOEUVES;BLOCAUX;ARGOE;BLOCA;646137,37;6982613,27;612258,67;6964354,33;41056;1250;1250;1250;1250;2,47;16,435;59,437;378,385
225kV;1;ARGOEUVES;BEAUCHAMPS;ARGOE;BXCH5;646137,37;6982613,27;594161,52;6990820,25;54086;753;925;925;1075;3,214;21,636;77,542;493,648
225kV;1;ARGOEUVES;BRAILLY-CORNEHOTTE;ARGOE;B.CO6;646137,37;6982613,27;626459,46;7016038,26;38875;894;944;944;1017;3,497;15,821;54,552;347,289
400kV;1;ARGOEUVES;PENLY;ARGOE;PENL5;646137,37;6982613,27;572694,25;6986995,46;79739;3465;3622;3622;3780;1,213;20,654;180,166;1146,974
400kV;2;ARGOEUVES;PENLY;ARGOE;PENL5;646137,37;6982613,27;572694,25;6986995,46;79755;3465;3622;3622;3780;1,211;20,625;179,895;1145,246
400kV;1;ARGOEUVES;MANDARINS;ARGOE;MANDA;646137,37;6982613,27;614318,47;7090366,35;118576;3465;3622;3622;3780;2,377;31,238;258,983;1648,737
400kV;1;ARGOEUVES;CHEVALET;ARGOE;CHEVA;646137,37;6982613,27;674135,22;7009120,31;41973;3465;3622;3622;3780;0,842;11,054;91,517;582,616
400kV;2;ARGOEUVES;CHEVALET;ARGOE;CHEVA;646137,37;6982613,27;674135,22;7009120,31;42230;3465;3622;3622;3780;0,833;10,936;90,575;576,619
400kV;1;ARGOEUVES;TERRIER;ARGOE;TERRI;646137,37;6982613,27;646009,4;6902215,34;83970;3465;3622;3622;3780;1,684;22,111;183,136;1165,88
400kV;2;ARGOEUVES;TERRIER;ARGOE;TERRI;646137,37;6982613,27;646009,4;6902215,34;84037;3465;3622;3622;3780;1,686;22,134;183,2;1166,29
400kV;3;ARGOEUVES;TERRIER;ARGOE;TERRI;646137,37;6982613,27;646009,4;6902215,34;81806;1514;1794;1794;2100;2,634;25,809;149,388;951,036
225kV;1;ARLOD;GENISSIAT-POSTE;ARLOD;GEN.P;917643,54;6559158,44;916717,15;6554356,27;5279;557;557;653;653;0,34;1,76;36;
225kV;1;ARNAGE;QUINTES (LES);ARNAG;QUINT;489730,15;6761643,42;493797,27;6757441,25;5605;1249;1316;1316;1389;0,336;2,231;8,118;51,678
225kV;2;ARNAGE;QUINTES (LES);ARNAG;QUINT;489730,15;6761643,42;493797,27;6757441,25;5558;1032;1124;1124;1212;0,328;2,216;8,207;52,246
225kV;1;ARRIGHI;CHARENTON;ARRIG;CHARE;656661,42;6853986,49;656192,21;6857820,42;4511;220;220;340;340;0,137;0,47;204,221;1300,111
225kV;1;ARRIGHI;VILLENEUVE-ST-GEORGES;ARRIG;V.GEO;656661,42;6853986,49;659328,74;6850460,59;6719;750;750;830;830;0,42;2,62;20,31;
225kV;2;ARRIGHI;CHARENTON;ARRIG;CHARE;656661,42;6853986,49;656192,21;6857820,42;4473;220;220;340;340;0,139;0,473;205,901;1310,806
225kV;1;ARRIGHI;MORBRAS;ARRIG;MORBR;656661,42;6853986,49;673992,03;6853299,64;22138;2008;2008;2300;2400;0,67;6,3;66,87;
225kV;2;ARRIGHI;MORBRAS;ARRIG;MORBR;656661,42;6853986,49;673992,03;6853299,64;22198;1980;2008;2250;2420;0,665;6,133;66,563;423,756
225kV;1;ATTAQUES (LES);ECHINGHEN;ATTAQ;ECHIN;623487,4;7092220,79;603747,19;7067531,02;36192;1002;1078;1078;1130;2,375;14,294;51,175;325,79
225kV;1;ATTAQUES (LES);MANDARINS;ATTAQ;MANDA;623487,4;7092220,79;614318,47;7090366,35;10125;;;;;0,607;4,047;14,633;93,155
400kV;2;ATTAQUES (LES);MANDARINS;ATTAQ;MANDA;623487,4;7092220,79;614318,47;7090366,35;10484;3465;3622;3622;3780;0,21;2,76;22,868;145,581
400kV;2;ATTAQUES (LES);WARANDE;ATTAQ;WARAN;623487,4;7092220,79;640900,56;7095113,03;18221;3465;3622;3622;3780;0,365;4,799;39,752;253,068
225kV;1;AUBE;COMMERVEIL;AUBE ;COMM7;520422,49;6851987,17;505502,49;6805048,37;54801;938;987;987;1041;4,993;22,672;76,131;484,664
225kV;1;AUBE;MEZEROLLES;AUBE ;MEZE5;520422,49;6851987,17;607795,98;6871087,74;97448;731;835;835;930;8,662;39,653;137,221;873,577
225kV;1;AUBUSSON;LA MOLE;AUBUS;MOLE ;637297,71;6539665,73;649678,21;6477396,94;68298;286;531;531;674;6,061;28,674;93,313;594,047
225kV;1;AUBUSSON;EGUZON;AUBUS;EGUZO;637297,71;6539665,73;594090,84;6596206,45;73228;894;991;991;1051;6,57;30,04;99;
225kV;1;AULNOYE;PONT-SUR-SAMBRE;AULNO;P.SAM;758337,28;7011545,98;761730,78;7014863,43;5897;975;1030;1030;1110;0,534;2,448;8,169;52,004
225kV;1;AUSSOIS;PRAZ-ST-ANDRE;AUSSO;P.AND;991039,42;6464412,8;981471,89;6462767,65;10429;737;820;820;889;1,07;4,33;15;
225kV;1;AUZAT;TARASCON;AUZAT;TARAS;575267,58;6186034,29;585217,4;6195682,28;15767;737;820;820;889;1,64;6,387;22,245;141,615
225kV;1;AVALLON;VIGNOL;AVALL;VNOL ;769184,36;6711064,1;748988,06;6693907,13;35863;661;712;712;779;3,512;15,013;49,591;315,709
225kV;1;AVELIN;COURRIERES;AVELI;CZRIE;705839,17;7047564,58;695054,9;7039183,89;18895;1273;1346;1346;1451;1,086;7,461;27,434;174,65
400kV;1;AVELIN;GAVRELLE;AVELI;GAVRE;705839,17;7047564,58;691870,74;7026556,06;28060;2238;2412;2412;2622;0,87;9,697;47,055;299,562
400kV;1;AVELIN;WEPPES;AVELI;WEPPE;705839,17;7047564,58;692641,1;7060715,89;21301;3078;3266;3266;3458;0,53;6,687;38,822;247,151
400kV;2;AVELIN;WARANDE;AVELI;WARAN;705839,17;7047564,58;640900,56;7095113,03;87006;3078;3266;3266;3458;2,172;27,866;158,44;1008,657
225kV;1;AVELIN;MASTAING;AVELI;MASTA;705839,17;7047564,58;720796,5;7022197,91;31508;1273;1346;1346;1453;0,938;10,277;55,057;350,505
400kV;1;AVELIN;MASTAING;AVELI;MASTA;705839,17;7047564,58;720796,5;7022197,91;30743;2570;2718;2718;2912;0,91;10,249;55,636;354,191
400kV;2;AVELIN;MASTAING;AVELI;MASTA;705839,17;7047564,58;720796,5;7022197,91;34061,17;3465;3622;3622;3780;0,681;8,954;74,336;473,239
225kV;1;AVIGNON;CHATEAURENARD;AVIGN;CTAUR;848889,36;6318333,91;849278,4;6309008,68;10858;1198;1281;1281;1348;0,663;4,41;15,375;97,883
225kV;1;AVIGNON;MOTTE (LA);AVIGN;MOTT5;848889,36;6318333,91;846583,17;6322819,1;5860;1233;1320;1320;1389;0,355;2,363;8,541;54,376
400kV;1;AVOINE;LARCAY;AVOI5;LARCA;485374,68;6684069,13;531519,74;6697057,25;50336;3465;3622;3622;3780;1,009;13,254;109,909;699,704
400kV;2;AVOINE;LARCAY;AVOI5;LARCA;485374,68;6684069,13;531519,74;6697057,25;50339;3465;3622;3622;3780;1,008;13,253;109,896;699,618
400kV;1;AVOINE;DISTRE;AVOI5;DISTR;485374,68;6684069,13;464320,67;6683192,95;21649;3196;3488;3488;3582;0,511;6,623;40,861;260,13
400kV;2;AVOINE;DISTRE;AVOI5;DISTR;485374,68;6684069,13;464320,67;6683192,95;21667;3196;3488;3488;3582;0,511;6,624;40,871;260,19
225kV;1;AVOINE2;AVOINE;AVOIN;AVOI5;486073,69;6684991,91;485374,68;6684069,13;1660;;;;;0,042;0,275;46,371;295,206
225kV;1;AVOINE2;QUINTES (LES);AVOIN;QUINT;486073,69;6684991,91;493797,27;6757441,25;78477;1100;1186;1186;1275;4,462;30,705;113,414;722,018
225kV;1;AVOINE2;DISTRE;AVOIN;DISTR;486073,69;6684991,91;464320,67;6683192,95;23105;915;915;1075;1075;1,294;8,775;79,379;505,343
225kV;1;BACALAN;BRUGES;BACAL;BRUGE;420088,26;6426635,08;413003,97;6427889,02;9894;655;655;760;760;0,593;3,97;16,397;104,383
225kV;1;BACALAN;MARQUIS (LE);BACAL;MQIS5;420088,26;6426635,08;420635,2;6440107,39;19408;898;920;1030;1030;1,12;7,583;38,281;
400kV;1;BAIXAS;GAUDIERE (LA);BAIXA;GAUDI;683929,69;6181289,44;673780,9;6238014,58;71070;4400;4500;4500;4500;1,565;22,203;131,873;839,529
400kV;2;BAIXAS;GAUDIERE (LA);BAIXA;GAUDI;683929,69;6181289,44;673780,9;6238014,58;71139;4400;4500;4500;4500;1,565;22,203;131,873;839,529
225kV;1;BALARUC;FLORENSAC;BALAR;FLORE;757254,42;6260928,44;738988,76;6254253,2;25565;1161;1241;1241;1306;1,562;10,27;36,807;234,322
225kV;1;BALARUC;MONTPELLIER;BALAR;MTPEL;757254,42;6260928,44;768636,66;6276073,49;20281;1233;1320;1320;1389;1,217;8,115;29,259;186,268
225kV;1;BALMA (POSTE);VERFEIL;BALMA;VERFE;578534,28;6280725,33;592807,54;6282056,56;15743;1080;1185;1185;1289;0,945;6,329;22,663;144,274
225kV;2;BALMA (POSTE);VERFEIL;BALMA;VERFE;578534,28;6280725,33;592807,54;6282056,56;15741;1080;1185;1185;1289;0,944;6,329;22,66;144,256
225kV;1;BARBUISE;FOSSES (LES);BARBU;FOSSE;743678,93;6829119,42;708129,21;6854434,34;53523;684;781;781;869;4,727;22,104;74,447;473,947
225kV;1;BARBUISE;CRENEY;BARBU;CRENE;743678,93;6829119,42;784381,22;6805251,04;59458;684;781;781;869;5,296;24,684;81,892;521,343
400kV;1;BARNABOS;PENLY;BARNA;PENL5;556431,48;6952807,9;572694,25;6986995,46;47082;3465;3622;3622;3780;0,707;12,046;105,135;669,312
400kV;2;BARNABOS;PENLY;BARNA;PENL5;556431,48;6952807,9;572694,25;6986995,46;47050;3465;3622;3622;3780;0,707;12,044;105,114;669,179
400kV;1;BARNABOS;REMISE;BARNA;REMIS;556431,48;6952807,9;622186,19;6910360,58;85443;3465;3622;3622;3780;1,725;22,672;187,477;1193,517
400kV;2;BARNABOS;REMISE;BARNA;REMIS;556431,48;6952807,9;622186,19;6910360,58;85439;3465;3622;3622;3780;1,711;22,484;186,449;1186,971
400kV;1;BARNABOS;VAUPALIERE (LA);BARNA;VAUPA;556431,48;6952807,9;555700,5;6933393,68;21799;3465;3622;3622;3780;0,437;5,743;47,542;302,661
400kV;2;BARNABOS;VAUPALIERE (LA);BARNA;VAUPA;556431,48;6952807,9;555700,5;6933393,68;21824;3465;3622;3622;3780;0,438;5,752;47,559;302,767
400kV;1;BARNABOS;ROUGEMONTIER;BARNA;ROUGE;556431,48;6952807,9;535293,77;6918286,96;50281;3416;3622;3622;3780;1,057;15,342;95,532;608,174
400kV;2;BARNABOS;ROUGEMONTIER;BARNA;ROUGE;556431,48;6952807,9;535293,77;6918286,96;50274;3416;3622;3622;3780;1,057;15,342;95,534;608,186
400kV;1;BARNABOS;TERRIER;BARNA;TERRI;556431,48;6952807,9;646009,4;6902215,34;106793;3465;3622;3622;3780;2,136;28,087;233,173;1484,423
400kV;2;BARNABOS;TERRIER;BARNA;TERRI;556431,48;6952807,9;646009,4;6902215,34;106841;3465;3622;3622;3780;2,137;28,109;233,429;1486,056
225kV;1;BASTILLAC;LANNEMEZAN;BASTI;LANNE;459364,36;6240724,03;487277,94;6227113,77;51558;855;940;;1025;3,166;20,675;74,065;471,514
225kV;1;BATZENDORF;MARLENHEIM;BATZE;MARL6;1046800,3;6865844,56;1033493,35;6844194,48;29578;1100;1187;1187;1302;1,804;11,989;43,52;277,055
225kV;1;BAYET;SEMINAIRE;BAYET;SEMIN;722665,96;6574861,29;727721,88;6603912,19;41254;358;692;692;883;2,474;16,472;59,577;379,279
225kV;1;BAYET;MONTVICQ;BAYET;MTVIC;722665,96;6574861,29;686225,64;6578463,72;37092;814;855;983;1000;2,11;14,64;59;
225kV;1;BAYET;VOLVIC;BAYET;VOLVI;722665,96;6574861,29;705099,19;6532201,86;46358;814;983;983;1099;2,68;18,73;66;
400kV;1;BAYET;GAUGLIN;BAYET;GAUGL;722665,96;6574861,29;690237,73;6711803,68;156345;2800;3000;3000;3100;3,234;41,745;333,918;2125,786
400kV;1;BAYET;GREPILLES;BAYET;GREPI;722665,96;6574861,29;786355,7;6554244,64;70784;2130;2300;2300;2400;2,124;21,532;133,396;849,227
400kV;2;BAYET;GREPILLES;BAYET;GREPI;722665,96;6574861,29;786355,7;6554244,64;70754;2130;2374;2374;2576;2,123;21,52;133,394;849,209
400kV;2;BAYET;ST-ELOI;BAYET;SSELO;722665,96;6574861,29;716119,27;6654555,14;85929;2800;3000;3000;3100;1,712;22,502;186,585;1187,834
225kV;1;BAYET;RULHAT;BAYET;RULHA;722665,96;6574861,29;720943,39;6523761,2;53211;1375;1437;1437;1500;1,042;12,504;125,869;801,305
400kV;1;BAYET;RULHAT;BAYET;RULHA;722665,96;6574861,29;720943,39;6523761,2;53138;1950;2025;2025;2100;1,039;13,664;113,035;719,604
400kV;1;BAYET;MARMAGNE;BAYET;MARMA;722665,96;6574861,29;643945,52;6667080,89;123163;2130;2300;2300;2400;3,707;37,569;232,948;1482,996
400kV;2;BAYET;MARMAGNE;BAYET;MARMA;722665,96;6574861,29;643945,52;6667080,89;123205;2130;2300;2300;2400;3,71;37,594;233,105;1483,992
225kV;1;BEAULIEU;FARRADIERE (LA);BXLIE;FARRA;382253,89;6572278,89;401143,61;6548108,26;31532;632;890;890;1039;1,799;12,415;45,789;291,504
225kV;1;BEAULIEU;SIRMIERE;BXLIE;SIRMI;382253,89;6572278,89;362622,08;6624303,52;69365;1249;1337;1337;1432;4,007;27,335;100,456;639,524
225kV;1;BEAULIEU;GRANZAY;BXLIE;GRANZ;382253,89;6572278,89;428953,97;6574802,58;54903;1249;1337;1337;1434;3,287;21,903;79,244;504,481
225kV;1;BEAUMONT-MONTEUX;VALENCE;B.MON;VALE8;851746,82;6437297,51;852051,1;6426150,35;14022;695;782;782;855;1,17;5,76;23;
225kV;2;BEAUMONT-MONTEUX;GAMPALOUP;B.MON;GAMPA;851746,82;6437297,51;843593,85;6472319,77;36312;880;992;992;1086;2,17;14,7;52;
400kV;2;BEAUMONT-MONTEUX;COULANGE;B.MON;COULA;851746,82;6437297,51;836686,6;6394067,4;61261;3465;3544;3544;3575;1,715;19,416;111,605;710,5
400kV;2;BEAUMONT-MONTEUX;CHAFFARD (LE);B.MON;CHAFF;851746,82;6437297,51;865239,65;6509161,77;76126;3465;3544;3544;3575;2,261;22,922;141,986;903,91
225kV;1;BEAUREGARD;CHAINGY;CHAFA;CHAIN;601275,12;6748551,7;610469,29;6753462,35;20498;483;675;675;786;1,785;8,515;27,739;176,592
225kV;1;BEAUTOR;LONG-CHAMP (LE);BXTO5;L.CHA;723589,41;6950589,67;734754,49;6916085,12;51911;731;835;835;930;4,258;20,966;72,876;463,941
225kV;1;BEAUTOR;SETIER;BXTO5;SETIE;723589,41;6950589,67;724906,88;6971637,78;21161;899;984;984;1061;1,916;8,609;29,895;190,318
225kV;1;BEAUTOR;CAPELLE (LA);BXTO5;CAPEL;723589,41;6950589,67;767062,23;6986549,35;67287;439;606;606;770;5,758;27,284;94,723;603,023
225kV;1;BEAUTOR;LATENA;BXTO5;LATEN;723589,41;6950589,67;695422,25;6950927,61;30447;1172;1285;1285;1388;1,75;12,011;44,348;282,326
225kV;2;BEAUTOR;LATENA;BXTO5;LATEN;723589,41;6950589,67;695422,25;6950927,61;31657;1400;1500;1500;1550;0,95;9,241;62,697;399,141
225kV;3;BEAUTOR;LATENA;BXTO5;LATEN;723589,41;6950589,67;695422,25;6950927,61;31467;2200;2300;2300;2400;0,944;8,865;64,154;408,417
225kV;1;BELLE-EPINE;RANCE-POSTE;B.EPI;RAN.P;346549,04;6791489,13;329297,04;6847029,8;70250;795;864;864;931;6,323;28,584;99,084;630,79
225kV;1;BELLE-EPINE;DOMLOUP;B.EPI;DOMLO;346549,04;6791489,13;361060,47;6786669,25;18083;934;934;1154;1154;1,018;6,863;75,53;480,841
225kV;1;BERGE;MARSILLON;BERG9;MARSI;388617,59;6311781,45;408736,4;6260624,4;57047;915;985;;1060;3,479;22,666;82,474;525,045
225kV;1;BERGE;CANTEGRIT;BERG9;CANT5;388617,59;6311781,45;388514,05;6331721,02;19966;915;985;;1060;1,22;7,945;28,915;184,077
225kV;1;BERGHOLZ;MARLENHEIM;BERGH;MARL6;1000433;6859718;1033493,35;6844194,48;41359;2200;2281;2281;2281;0,767;11,003;86,2;548,769
225kV;1;BEZAUMONT;CUSTINE;BEZAU;CUSTI;927194,51;6866384,38;930695,8;6856275,81;12619;1172;1285;1285;1388;0,761;5,07;18,32;116,626
225kV;1;BEZAUMONT;VANDIERES;BEZAU;VANDI;927194,51;6866384,38;921323,74;6876555,56;13646;1172;1285;1285;1388;0,819;5,445;19,728;125,596
225kV;2;BEZAUMONT;VANDIERES;BEZAU;VANDI;927194,51;6866384,38;921323,74;6876555,56;13741;1172;1285;1285;1375;0,817;5,428;19,698;125,4
225kV;1;BEZAUMONT;CROIX-DE-METZ;BEZAU;C.MET;927194,51;6866384,38;914627,46;6847506,58;27115;1172;1285;1285;1388;1,571;10,705;39,403;250,849
400kV;1;BEZAUMONT;HOUDREVILLE;BEZAU;HOUDR;927194,51;6866384,38;927488,59;6828847,31;52250;3465;3622;3622;3780;1,038;13,645;113,12;720,143
400kV;1;BEZAUMONT;MARLENHEIM;BEZAU;MARL6;927194,51;6866384,38;1033493,35;6844194,48;166525;2070;2282;2282;2400;4,629;51,059;312,549;1989,751
400kV;2;BEZAUMONT;HOUDREVILLE;BEZAU;HOUDR;927194,51;6866384,38;927488,59;6828847,31;52265;3465;3622;3622;3780;1,031;13,545;112,287;714,841
400kV;1;BEZAUMONT;VIGY;BEZAU;VIGY ;927194,51;6866384,38;938816,47;6904732,85;43970;3294;3622;3622;3780;0,886;11,633;96,23;612,618
225kV;1;BEZON;PONTCHATEAU;BEZON;PTCHA;295640,55;6770151,11;315837,87;6715922,92;86496;846;928;928;1005;6,782;35,208;124,368;791,752
225kV;1;BEZON;POTEAU-ROUGE;BEZON;P.ROU;295640,55;6770151,11;228345,42;6766240,29;88449;983;1022;1022;1059;6,829;35,619;125,746;800,523
225kV;1;BIANCON;MOUGINS;BIANC;MOUGI;1009732,41;6284842,68;1023688,24;6284333,09;18456;1000;1000;1160;1185;0,987;5,296;324,43;2065,384
225kV;1;BIANCON;PLAN-DE-GRASSE;BIANC;P.GR5;1009732,41;6284842,68;1017815,88;6292001,53;17853;1062;1160;1160;1238;0,705;5,149;263,983;1680,571
225kV;1;BIANCON;FREJUS;BIANC;FREJU;1009732,41;6284842,68;1002243,81;6266953,28;24588;1100;1100;1600;1600;;;;
400kV;1;BIANCON;TRANS;BIANC;TRANS;1009732,41;6284842,68;981028,45;6274088,71;31264;2128;2326;2326;2482;0,936;9,487;58,826;374,496
400kV;2;BIANCON;TRANS;BIANC;TRANS;1009732,41;6284842,68;981028,45;6274088,71;31168;2128;2326;2326;2482;0,936;9,487;58,826;374,496
225kV;1;BISSY;GRANDE-ILE;BISSY;G.ILE;926000,96;6503192,81;936573,13;6490238,03;18962;566;672;672;764;1,63;7,68;53,348;339,624
225kV;1;BOISSE (LA);CAILLOUX-SUR-FONTAINES;BOISS;C.FO6;856818,33;6528478,63;847297,24;6531234,72;10654;1123;1211;1211;1290;0,639;4,262;15,402;98,055
225kV;1;BOISSE (LA);CUSSET-POSTE;BOISS;CUS.P;856818,33;6528478,63;848929,48;6520162,05;12613;857;857;1024;1024;0,66;4,98;37;
225kV;2;BOISSE (LA);CUSSET-POSTE;BOISS;CUS.P;856818,33;6528478,63;848929,48;6520162,05;12768;857;857;1024;1024;0,63;4,83;40;
225kV;1;BOISSE (LA);ST-VULBAS-EST;BOISS;SSV.E;856818,33;6528478,63;875540;6524669,56;21057;900;1015;1015;1112;1,263;8,463;30,335;193,12
225kV;2;BOISSE (LA);MIONS;BOISS;MIONS;856818,33;6528478,63;853743,01;6510230,23;20131;900;1015;1015;1112;1,16;8,01;39;
400kV;1;BOISSE (LA);MIONS;BOISS;MIONS;856818,33;6528478,63;853743,01;6510230,23;19897;2300;2450;2450;2600;0,62;6,84;35,06;
400kV;1;BOISSE (LA);CHAFFARD (LE);BOISS;CHAFF;856818,33;6528478,63;865239,65;6509161,77;22971;1752;1998;1998;2172;0,724;7,901;39,896;253,983
225kV;1;BOISSE (LA);GENISSIAT-POSTE;BOISS;GEN.P;856818,33;6528478,63;916717,15;6554356,27;68301;695;725;782;855;6,206;27,41;104,429;664,814
400kV;1;BOIS-TOLLOT;GENISSIAT-POSTE;B.TOL;GEN.P;935321,61;6576879,53;916717,15;6554356,27;33647;1948;2162;2162;2348;1,107;10,877;59,975;381,815
225kV;1;BOLLENE;TERRADOU;BOLL5;TERRA;838378,84;6357554,1;863923,99;6328314,54;43937;816;889;889;947;3,767;17,664;61,518;391,633
225kV;1;BOLLENE;CHATEAUNEUF-DU-RHONE;BOLL5;C.RHO;838378,84;6357554,1;835868,02;6378919,11;24939;816;889;889;947;1,996;10,196;50,496;321,471
225kV;1;BOLLENE;TRICASTIN-POSTE (LE);BOLL5;TRI.P;838378,84;6357554,1;836298,04;6360375,48;5560;1062;1160;1160;1238;0,325;2,172;7,792;49,607
225kV;2;BOLLENE;TRICASTIN-POSTE (LE);BOLL5;TRI.P;838378,84;6357554,1;836298,04;6360375,48;5733;1062;1160;1160;1238;0,344;2,304;8,231;52,401
225kV;1;BONNEAU;ORANGERIE (L);BONN6;ORANG;500528,83;6614329,01;515224,62;6641124,15;35413;1012;1150;1150;1247;2,124;14,107;51,218;326,062
225kV;1;BONNEAU;VALDIVIENNE;BONN6;VALDI;500528,83;6614329,01;519683,07;6598869,22;27611;1180;1310;1310;1390;1,656;10,454;42,365;269,701
225kV;2;BONNEAU;VALDIVIENNE;BONN6;VALDI;500528,83;6614329,01;519683,07;6598869,22;27592;1180;1310;1310;1390;1,653;10,436;42,294;269,252
225kV;1;BONNIERES;MEZEROLLES;BONNI;MEZE5;594644,39;6881274,15;607795,98;6871087,74;28492;1172;1285;1285;1388;1,702;11,349;40,982;260,899
225kV;1;BOUDEYRE;MONTPEZAT;BOUDE;MTPEZ;808973,28;6387206,12;797456,35;6401122,86;19100;862;928;928;987;1,724;7,671;26,716;170,081
225kV;1;BOUDEYRE;CHATEAUNEUF-DU-RHONE;BOUDE;C.RHO;808973,28;6387206,12;835868,02;6378919,11;28383;862;928;928;987;2,433;11,463;40,006;254,689
